Site,Metric,Set,Model,source,Variable,Importance,Stderr,nsim,type
Cooper,mean,A,RFR,pass2,Air_trange,0.0932354320273119,0.0066993264750348745,20,permutation
Cooper,mean,A,XGB,pass2,Air_tmin_3day,0.5169976902942791,0.029824592933352215,20,permutation
Cooper,mean,A,XGB,pass2,Solar_daily,0.32159929127884995,0.02350401978529872,20,permutation
Cooper,mean,A,XGB,pass2,ppt_7day,0.07399890520101211,0.011258174907979413,20,permutation
Cooper,mean,A,XGB,pass2,Air_trange,0.04939405503379123,0.007076157935831118,20,permutation
Cooper,mean,B,GLS,gls,Air_tmin_3day,0.17709241930012098,0.017370437250799713,20,permutation
Cooper,mean,B,GLS,gls,Solar_daily,0.014173837108292314,0.015005147956676101,20,permutation
Cooper,mean,B,GLS,gls,ppt_7day,0.0014072304560271641,0.004377724117654247,20,permutation
Cooper,mean,B,GLS,gls,Air_trange,-0.0031137768960975976,0.003872884502756433,20,permutation
Cooper,mean,B,RFR,pass2,Air_tmin_3day,0.622504595503038,0.026397411634738476,20,permutation
Cooper,mean,B,RFR,pass2,Solar_daily,0.4038618602341819,0.020676428624017765,20,permutation
Cooper,mean,B,RFR,pass2,ppt_7day,0.1329772309023807,0.012308804152902354,20,permutation
Cooper,mean,B,RFR,pass2,Air_trange,0.09407531243808763,0.006167552769354794,20,permutation
Cooper,mean,B,XGB,pass2,Air_tmin_3day,0.5258570144961994,0.037970961946700785,20,permutation
Cooper,mean,B,XGB,pass2,Solar_daily,0.31280736573191037,0.023312977709309478,20,permutation
Cooper,mean,B,XGB,pass2,ppt_7day,0.08057258428775867,0.008440097049360462,20,permutation
Cooper,mean,B,XGB,pass2,Air_trange,0.04756062344925954,0.006175520328644494,20,permutation
Cooper,range,A,GLS,gls,Solar_daily,0.5811814710647395,0.06861389527951849,20,permutation
Cooper,range,A,GLS,gls,Air_tmin_7day,0.028328402184366264,0.012037552598733821,20,permutation
Cooper,range,A,GLS,gls,ppt,0.024255998428558044,0.007919356451243033,20,permutation
Cooper,range,A,GLS,gls,Air_tmean,0.020275142351132557,0.020269469562743864,20,permutation
Cooper,range,A,GLS,gls,Air_trange,0.016681659844854424,0.007149419783436839,20,permutation
Cooper,range,A,RFR,orig,Solar_daily,0.42947985462380395,0.039365582432669556,20,permutation
Cooper,range,A,RFR,orig,Air_trange,0.25372154249948464,0.020025545194579056,20,permutation
Cooper,range,A,RFR,orig,ppt,0.23661219518898358,0.02360243993895336,20,permutation
Cooper,range,A,RFR,orig,Air_tmin_7day,0.22231722477997046,0.014334301167154251,20,permutation
Cooper,range,A,RFR,orig,Air_tmean,0.20948967412973066,0.00996104838588414,20,permutation
Cooper,range,A,XGB,pass2,Solar_daily,0.9696622721069943,0.05276454377789847,20,permutation
Cooper,range,A,XGB,pass2,Air_trange,0.3415484492763873,0.04334539070111181,20,permutation
Cooper,range,A,XGB,pass2,ppt,0.33634860315044063,0.03742192191869601,20,permutation
Cooper,range,A,XGB,pass2,Air_tmin_7day,0.29708280646022966,0.025046832313227397,20,permutation
Cooper,range,A,XGB,pass2,Air_tmean,0.2686446139901594,0.026605062545272708,20,permutation
Cooper,range,B,GLS,gls,Solar_daily,0.5806643811555781,0.05643286301284001,20,permutation
Cooper,range,B,GLS,gls,Air_tmin_7day,0.02910959057739034,0.00694183390676202,20,permutation
Cooper,range,B,GLS,gls,ppt,0.029010118696297306,0.012087436802564477,20,permutation
Cooper,range,B,GLS,gls,Air_tmean,0.02104984467547193,0.01815564938356696,20,permutation
