Site,Metric,Set,Model,source,Variable,Importance,Stderr,nsim,type
Cooper,range,A,GLS,gls,ppt,0.03035529244756885,0.00791935645124303,20,cpi
Cooper,range,A,GLS,gls,Air_tmin_7day,0.02462669505625314,0.01203755259873382,20,cpi
Cooper,range,A,GLS,gls,Air_tmean,0.01796705884469729,0.02026946956274386,20,cpi
Cooper,range,A,GLS,gls,Air_trange,0.01703863401898808,0.00714941978343683,20,cpi
Cooper,range,A,RFR,orig,Solar_daily,0.4373389804765585,0.03936558243266955,20,cpi
Cooper,range,A,RFR,orig,ppt,0.24178901302857664,0.02360243993895336,20,cpi
Cooper,range,A,RFR,orig,Air_trange,0.2406887747305196,0.02002554519457905,20,cpi
Cooper,range,A,RFR,orig,Air_tmin_7day,0.2283120272709887,0.01433430116715425,20,cpi
Cooper,range,A,RFR,orig,Air_tmean,0.20983624295769687,0.00996104838588414,20,cpi
Cooper,range,A,XGB,pass2,Solar_daily,0.9828031309168824,0.05276454377789847,20,cpi
Cooper,range,A,XGB,pass2,ppt,0.3499825989253055,0.03742192191869601,20,cpi
Cooper,range,A,XGB,pass2,Air_trange,0.33084955615860084,0.04334539070111181,20,cpi
Cooper,range,A,XGB,pass2,Air_tmin_7day,0.3009405098484126,0.02504683231322739,20,cpi
Cooper,range,A,XGB,pass2,Air_tmean,0.2756339084489358,0.0266050625452727,20,cpi
Cooper,range,B,GLS,gls,Solar_daily,0.588792650462041,0.05643286301284001,20,cpi
Cooper,range,B,GLS,gls,Air_tmin_7day,0.0284872328197967,0.00694183390676202,20,cpi
Cooper,range,B,GLS,gls,ppt,0.02591350915716761,0.01208743680256447,20,cpi
